"Event Date",Host,"Unique ID","Alarm ID","Alarm Event ID",Chart,Family,Alarm,"Friendly Value","Friendly Old Value","Old Value",Value,Units,"Old Status",Status,"Last Duration","Raised Duration",Recipient,"Processed Status","Updated Status","Updated By ID","Updates ID",Script,"Script Run At","Script Return Value","Script Delay","Script Delay Run At",Description,"Alarm Source"
"2023/4/26 11:38:37",ubuntu,1535537890,1535250250,1681,system.entropy,entropy,"lowest entropy","215 entries","174 entries",174,215,entries,WARNING,CLEAR,"40 mins","40 mins",silent,DONE,UPDATED,1535537891,1535537889,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/26 12:38:37","FAILED (with code 1)","1 hour","2023/4/26 12:38:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/26 10:58:37",ubuntu,1535537889,1535250250,1680,system.entropy,entropy,"lowest entropy","92 entries","111 entries",111,92,entries,CLEAR,WARNING,"1 hour","no time",silent,DONE,UPDATED,1535537890,1535537888,/usr/libexec/netdata/plugins.d/alarm-notify.sh,-,"OK (returned 0)","no time","2023/4/26 10:58:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/26 09:58:37",ubuntu,1535537888,1535250250,1679,system.entropy,entropy,"lowest entropy","242 entries","193 entries",193,242,entries,WARNING,CLEAR,"7 hours and 35 mins","7 hours and 35 mins",silent,PENDING,UPDATED,1535537889,1535537887,/usr/libexec/netdata/plugins.d/alarm-notify.sh,-,"OK (returned 0)","1 hour","2023/4/26 10:58:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/26 02:23:37",ubuntu,1535537887,1535250250,1678,system.entropy,entropy,"lowest entropy","89 entries","105 entries",105,89,entries,CLEAR,WARNING,"1 hour and 35 mins","no time",silent,DONE,UPDATED,1535537888,1535537886,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/26 02:23:37","FAILED (with code 1)","no time","2023/4/26 02:23:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/26 00:48:37",ubuntu,1535537886,1535250250,1677,system.entropy,entropy,"lowest entropy","221 entries","198 entries",198,221,entries,WARNING,CLEAR,"30 mins","30 mins",silent,DONE,UPDATED,1535537887,1535537885,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/26 01:48:37","FAILED (with code 1)","1 hour","2023/4/26 01:48:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/26 00:18:37",ubuntu,1535537885,1535250250,1676,system.entropy,entropy,"lowest entropy","80 entries","102 entries",102,80,entries,CLEAR,WARNING,"2 hours and 40 mins","no time",silent,DONE,UPDATED,1535537886,1535537884,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/26 00:18:37","FAILED (with code 1)","no time","2023/4/26 00:18:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/25 21:38:37",ubuntu,1535537884,1535250250,1675,system.entropy,entropy,"lowest entropy","202 entries","116 entries",116,202,entries,WARNING,CLEAR,"15 mins","15 mins",silent,DONE,UPDATED,1535537885,1535537883,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/25 22:38:37","FAILED (with code 1)","1 hour","2023/4/25 22:38:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/25 21:23:37",ubuntu,1535537883,1535250250,1674,system.entropy,entropy,"lowest entropy","91 entries","126 entries",126,91,entries,CLEAR,WARNING,"40 mins","no time",silent,DONE,UPDATED,1535537884,1535537882,/usr/libexec/netdata/plugins.d/alarm-notify.sh,-,"OK (returned 0)","no time","2023/4/25 21:23:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/25 20:43:37",ubuntu,1535537882,1535250250,1673,system.entropy,entropy,"lowest entropy","239 entries","92 entries",92,239,entries,WARNING,CLEAR,"10 hours and 30 mins","10 hours and 30 mins",silent,PENDING,UPDATED,1535537883,1535537881,/usr/libexec/netdata/plugins.d/alarm-notify.sh,-,"OK (returned 0)","1 hour","2023/4/25 21:43:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/25 10:13:37",ubuntu,1535537881,1535250250,1672,system.entropy,entropy,"lowest entropy","94 entries","106 entries",106,94,entries,CLEAR,WARNING,"1 hour and 20 mins","no time",silent,DONE,UPDATED,1535537882,1535537880,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/25 10:13:37","FAILED (with code 1)","no time","2023/4/25 10:13:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/25 08:53:37",ubuntu,1535537880,1535250250,1671,system.entropy,entropy,"lowest entropy","227 entries","88 entries",88,227,entries,WARNING,CLEAR,"15 hours and 30 mins","15 hours and 30 mins",silent,DONE,UPDATED,1535537881,1535537879,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/25 09:53:37","FAILED (with code 1)","1 hour","2023/4/25 09:53:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/24 17:23:37",ubuntu,1535537879,1535250250,1670,system.entropy,entropy,"lowest entropy","88 entries","118 entries",118,88,entries,CLEAR,WARNING,"55 mins","no time",silent,DONE,UPDATED,1535537880,1535537878,/usr/libexec/netdata/plugins.d/alarm-notify.sh,-,"OK (returned 0)","no time","2023/4/24 17:23:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/24 16:28:37",ubuntu,1535537878,1535250250,1669,system.entropy,entropy,"lowest entropy","235 entries","199 entries",199,235,entries,WARNING,CLEAR,"10 hours and 50 mins","10 hours and 50 mins",silent,PENDING,UPDATED,1535537879,1535537877,/usr/libexec/netdata/plugins.d/alarm-notify.sh,-,"OK (returned 0)","1 hour","2023/4/24 17:28:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/24 05:38:37",ubuntu,1535537877,1535250250,1668,system.entropy,entropy,"lowest entropy","77 entries","113 entries",113,77,entries,CLEAR,WARNING,"7 hours","no time",silent,DONE,UPDATED,1535537878,1535537876,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/24 05:38:37","FAILED (with code 1)","no time","2023/4/24 05:38:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/23 22:38:37",ubuntu,1535537876,1535250250,1667,system.entropy,entropy,"lowest entropy","554 entries","56 entries",56,554,entries,WARNING,CLEAR,"12 hours","12 hours",silent,DONE,UPDATED,1535537877,1535537875,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/23 23:38:37","FAILED (with code 1)","1 hour","2023/4/23 23:38:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/23 10:38:37",ubuntu,1535537875,1535250250,1666,system.entropy,entropy,"lowest entropy","75 entries","104 entries",104,75,entries,CLEAR,WARNING,"5 hours and 55 mins","no time",silent,DONE,UPDATED,1535537876,1535537874,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/23 10:38:37","FAILED (with code 1)","no time","2023/4/23 10:38:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/23 04:43:37",ubuntu,1535537874,1535250250,1665,system.entropy,entropy,"lowest entropy","307 entries","150 entries",150,307,entries,WARNING,CLEAR,"4 hours and 10 mins","4 hours and 10 mins",silent,DONE,UPDATED,1535537875,1535537873,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/23 05:43:37","FAILED (with code 1)","1 hour","2023/4/23 05:43:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/23 00:33:37",ubuntu,1535537873,1535250250,1664,system.entropy,entropy,"lowest entropy","88 entries","112 entries",112,88,entries,CLEAR,WARNING,"10 hours and 25 mins","no time",silent,DONE,UPDATED,1535537874,1535537872,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/23 00:33:37","FAILED (with code 1)","no time","2023/4/23 00:33:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/22 14:08:37",ubuntu,1535537872,1535250250,1663,system.entropy,entropy,"lowest entropy","211 entries","150 entries",150,211,entries,WARNING,CLEAR,"15 hours and 30 mins","15 hours and 30 mins",silent,DONE,UPDATED,1535537873,1535537871,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/22 15:08:37","FAILED (with code 1)","1 hour","2023/4/22 15:08:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/21 22:38:37",ubuntu,1535537871,1535250250,1662,system.entropy,entropy,"lowest entropy","96 entries","112 entries",112,96,entries,CLEAR,WARNING,"1 hour and 40 mins","no time",silent,DONE,UPDATED,1535537872,1535537870,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/21 22:38:37","FAILED (with code 1)","no time","2023/4/21 22:38:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/21 20:58:37",ubuntu,1535537870,1535250250,1661,system.entropy,entropy,"lowest entropy","209 entries","188 entries",188,209,entries,WARNING,CLEAR,"40 mins","40 mins",silent,DONE,UPDATED,1535537871,1535537869,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/21 21:58:37","FAILED (with code 1)","1 hour","2023/4/21 21:58:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/21 20:18:37",ubuntu,1535537869,1535250250,1660,system.entropy,entropy,"lowest entropy","78 entries","101 entries",101,78,entries,CLEAR,WARNING,"2 hours and 30 mins","no time",silent,DONE,UPDATED,1535537870,1535537868,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/21 20:18:37","FAILED (with code 1)","no time","2023/4/21 20:18:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/21 17:48:37",ubuntu,1535537868,1535250250,1659,system.entropy,entropy,"lowest entropy","220 entries","100 entries",100,220,entries,WARNING,CLEAR,"2 hours and 40 mins","2 hours and 40 mins",silent,DONE,UPDATED,1535537869,1535537867,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/21 18:48:37","FAILED (with code 1)","1 hour","2023/4/21 18:48:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/21 15:08:37",ubuntu,1535537867,1535250250,1658,system.entropy,entropy,"lowest entropy","86 entries","105 entries",105,86,entries,CLEAR,WARNING,"1 hour and 50 mins","no time",silent,DONE,UPDATED,1535537868,1535537866,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/21 15:08:37","FAILED (with code 1)","no time","2023/4/21 15:08:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/21 13:18:37",ubuntu,1535537866,1535250250,1657,system.entropy,entropy,"lowest entropy","202 entries","135 entries",135,202,entries,WARNING,CLEAR,"13 hours and 10 mins","13 hours and 10 mins",silent,DONE,UPDATED,1535537867,1535537865,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/21 14:18:37","FAILED (with code 1)","1 hour","2023/4/21 14:18:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/21 00:08:37",ubuntu,1535537865,1535250250,1656,system.entropy,entropy,"lowest entropy","98 entries","115 entries",115,98,entries,CLEAR,WARNING,"1 hour and 20 mins","no time",silent,DONE,UPDATED,1535537866,1535537864,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/21 00:08:37","FAILED (with code 1)","no time","2023/4/21 00:08:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/20 22:48:37",ubuntu,1535537864,1535250250,1655,system.entropy,entropy,"lowest entropy","305 entries","138 entries",138,305,entries,WARNING,CLEAR,"40 mins","40 mins",silent,DONE,UPDATED,1535537865,1535537863,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/20 23:48:37","FAILED (with code 1)","1 hour","2023/4/20 23:48:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/20 22:08:37",ubuntu,1535537863,1535250250,1654,system.entropy,entropy,"lowest entropy","95 entries","113 entries",113,95,entries,CLEAR,WARNING,"3 hours and 5 mins","no time",silent,DONE,UPDATED,1535537864,1535537862,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/20 22:08:37","FAILED (with code 1)","no time","2023/4/20 22:08:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/20 19:03:37",ubuntu,1535537862,1535250250,1653,system.entropy,entropy,"lowest entropy","239 entries","179 entries",179,239,entries,WARNING,CLEAR,"1 hour and 40 mins","1 hour and 40 mins",silent,DONE,UPDATED,1535537863,1535537861,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/20 20:03:37","FAILED (with code 1)","1 hour","2023/4/20 20:03:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/20 17:23:37",ubuntu,1535537861,1535250250,1652,system.entropy,entropy,"lowest entropy","78 entries","110 entries",110,78,entries,CLEAR,WARNING,"8 hours and 35 mins","no time",silent,DONE,UPDATED,1535537862,1535537860,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/20 17:23:37","FAILED (with code 1)","no time","2023/4/20 17:23:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/20 08:48:37",ubuntu,1535537860,1535250250,1651,system.entropy,entropy,"lowest entropy","218 entries","119 entries",119,218,entries,WARNING,CLEAR,"3 hours and 20 mins","3 hours and 20 mins",silent,DONE,UPDATED,1535537861,1535537859,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/20 09:48:37","FAILED (with code 1)","1 hour","2023/4/20 09:48:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/20 05:28:37",ubuntu,1535537859,1535250250,1650,system.entropy,entropy,"lowest entropy","93 entries","104 entries",104,93,entries,CLEAR,WARNING,"6 hours and 25 mins","no time",silent,DONE,UPDATED,1535537860,1535537858,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/20 05:28:37","FAILED (with code 1)","no time","2023/4/20 05:28:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/19 23:03:37",ubuntu,1535537858,1535250250,1649,system.entropy,entropy,"lowest entropy","356 entries","188 entries",188,356,entries,WARNING,CLEAR,"2 hours and 30 mins","2 hours and 30 mins",silent,DONE,UPDATED,1535537859,1535537857,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/20 00:03:37","FAILED (with code 1)","1 hour","2023/4/20 00:03:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/19 20:33:37",ubuntu,1535537857,1535250250,1648,system.entropy,entropy,"lowest entropy","85 entries","101 entries",101,85,entries,CLEAR,WARNING,"2 hours and 45 mins","no time",silent,DONE,UPDATED,1535537858,1535537856,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/19 20:33:37","FAILED (with code 1)","no time","2023/4/19 20:33:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/19 17:48:37",ubuntu,1535537856,1535250250,1647,system.entropy,entropy,"lowest entropy","201 entries","170 entries",170,201,entries,WARNING,CLEAR,"40 mins","40 mins",silent,DONE,UPDATED,1535537857,1535537855,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/19 18:48:37","FAILED (with code 1)","1 hour","2023/4/19 18:48:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/19 17:08:37",ubuntu,1535537855,1535250250,1646,system.entropy,entropy,"lowest entropy","92 entries","116 entries",116,92,entries,CLEAR,WARNING,"2 hours and 15 mins","no time",silent,DONE,UPDATED,1535537856,1535537854,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/19 17:08:37","FAILED (with code 1)","no time","2023/4/19 17:08:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/19 14:53:37",ubuntu,1535537854,1535250250,1645,system.entropy,entropy,"lowest entropy","239 entries","188 entries",188,239,entries,WARNING,CLEAR,"2 hours and 35 mins","2 hours and 35 mins",silent,DONE,UPDATED,1535537855,1535537853,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/19 15:53:37","FAILED (with code 1)","1 hour","2023/4/19 15:53:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/19 12:18:37",ubuntu,1535537853,1535250250,1644,system.entropy,entropy,"lowest entropy","95 entries","115 entries",115,95,entries,CLEAR,WARNING,"4 hours","no time",silent,DONE,UPDATED,1535537854,1535537852,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/19 12:18:37","FAILED (with code 1)","no time","2023/4/19 12:18:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/19 08:18:37",ubuntu,1535537852,1535250250,1643,system.entropy,entropy,"lowest entropy","244 entries","196 entries",196,244,entries,WARNING,CLEAR,"55 mins","55 mins",silent,DONE,UPDATED,1535537853,1535537851,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/19 09:18:37","FAILED (with code 1)","1 hour","2023/4/19 09:18:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/19 07:23:37",ubuntu,1535537851,1535250250,1642,system.entropy,entropy,"lowest entropy","81 entries","117 entries",117,81,entries,CLEAR,WARNING,"5 hours and 5 mins","no time",silent,DONE,UPDATED,1535537852,1535537850,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/19 07:23:37","FAILED (with code 1)","no time","2023/4/19 07:23:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/19 02:18:37",ubuntu,1535537850,1535250250,1641,system.entropy,entropy,"lowest entropy","463 entries","83 entries",83,463,entries,WARNING,CLEAR,"17 hours and 45 mins","17 hours and 45 mins",silent,DONE,UPDATED,1535537851,1535537849,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/19 03:18:37","FAILED (with code 1)","1 hour","2023/4/19 03:18:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/18 08:33:37",ubuntu,1535537849,1535250250,1640,system.entropy,entropy,"lowest entropy","93 entries","116 entries",116,93,entries,CLEAR,WARNING,"2 hours and 45 mins","no time",silent,DONE,UPDATED,1535537850,1535537848,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/18 08:33:37","FAILED (with code 1)","no time","2023/4/18 08:33:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/18 05:48:37",ubuntu,1535537848,1535250250,1639,system.entropy,entropy,"lowest entropy","236 entries","180 entries",180,236,entries,WARNING,CLEAR,"1 hour and 25 mins","1 hour and 25 mins",silent,DONE,UPDATED,1535537849,1535537847,/usr/libexec/netdata/plugins.d/alarm-notify.sh,"2023/4/18 06:48:37","FAILED (with code 1)","1 hour","2023/4/18 06:48:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
"2023/4/18 04:23:37",ubuntu,1535537847,1535250250,1638,system.entropy,entropy,"lowest entropy","88 entries","104 entries",104,88,entries,CLEAR,WARNING,"50 mins","no time",silent,DONE,UPDATED,1535537848,1535537846,/usr/libexec/netdata/plugins.d/alarm-notify.sh,-,"OK (returned 0)","no time","2023/4/18 04:23:37","minimum entries in the random numbers pool in the last 10 minutes",6@/usr/lib/netdata/conf.d/health.d/entropy.conf
